expert_tile,model_tile,same_action,expert_shanten,model_shanten,expert_ukeire,model_ukeire,shanten_difference,ukeire_difference,model_prob,category,offset
green,red,False,2,2,13,12,0,1,0.4150252342224121,near_equivalent,4012.0
south,south,True,4,4,79,79,0,0,0.7799097895622253,exact_match,4013.0
north,north,True,4,4,76,76,0,0,0.6952780485153198,exact_match,4014.0
green,west,False,3,3,31,32,0,-1,0.7284829020500183,near_equivalent,4015.0
white,west,False,2,2,19,20,0,-1,0.4455282390117645,near_equivalent,4016.0
red,white,False,2,2,17,18,0,-1,0.5265551209449768,near_equivalent,4017.0
north,north,True,2,2,17,17,0,0,0.5044844746589661,exact_match,4018.0
west,9m,False,1,1,6,6,0,0,0.5002285242080688,equivalent,4019.0
west,west,True,1,1,6,6,0,0,0.5908387899398804,exact_match,4020.0
white,white,True,1,1,17,17,0,0,0.5937508344650269,exact_match,4021.0
9m,9m,True,1,1,16,16,0,0,0.7313879132270813,exact_match,4022.0
1s,1s,True,1,1,16,16,0,0,0.8964272737503052,exact_match,4023.0
5s,3p,False,1,1,15,8,0,7,0.7994260787963867,ukeire_loss,4024.0
6s,north,False,4,4,68,74,0,-6,0.5616811513900757,better_ukeire,4025.0
south,south,True,3,3,47,47,0,0,0.45748090744018555,exact_match,4026.0
6p,north,False,4,3,67,15,1,52,0.2937944233417511,better_shanten,4027.0
east,east,True,2,2,32,32,0,0,0.5085903406143188,exact_match,4028.0
1m,6p,False,4,4,65,72,0,-7,0.5020331144332886,better_ukeire,4029.0
white,white,True,2,2,31,31,0,0,0.5477689504623413,exact_match,4030.0
north,6p,False,4,4,63,61,0,2,0.4972022771835327,near_equivalent,4031.0
green,green,True,2,2,47,47,0,0,0.7050048112869263,exact_match,4032.0
6p,6p,True,4,4,58,58,0,0,0.3442247211933136,exact_match,4033.0
1p,4p,False,2,1,45,11,1,34,0.3416054844856262,better_shanten,4034.0
east,3s,False,3,3,41,25,0,16,0.47685471177101135,ukeire_loss,4035.0
1p,1p,True,1,1,14,14,0,0,0.8522836565971375,exact_match,4036.0
west,3s,False,2,2,33,18,0,15,0.4292278587818146,ukeire_loss,4037.0
4p,4p,True,0,0,7,7,0,0,0.8749527931213379,exact_match,4038.0
green,1p,False,1,1,24,20,0,4,0.5140520930290222,ukeire_loss,4039.0
west,west,True,0,0,7,7,0,0,0.9627102017402649,exact_match,4040.0
6p,6p,True,1,1,24,24,0,0,0.5769206285476685,exact_match,4041.0
red,red,True,3,3,54,54,0,0,0.8905709385871887,exact_match,4042.0
white,white,True,3,3,54,54,0,0,0.902603268623352,exact_match,4043.0
8p,8p,True,2,2,39,39,0,0,0.8055087327957153,exact_match,4044.0
8p,8p,True,2,2,39,39,0,0,0.9038098454475403,exact_match,4045.0
1p,1p,True,1,1,19,19,0,0,0.64360111951828,exact_match,4046.0
2p,2p,True,1,1,22,22,0,0,0.8189427852630615,exact_match,4047.0
1s,1s,True,1,1,22,22,0,0,0.9916554689407349,exact_match,4048.0
8s,5p,False,1,1,40,22,0,18,0.5928939580917358,ukeire_loss,4049.0
red,north,False,3,3,59,59,0,0,0.6538437008857727,equivalent,4050.0
north,red,False,3,3,57,58,0,-1,0.43887850642204285,near_equivalent,4051.0
2p,red,False,2,2,14,14,0,0,0.8000072240829468,equivalent,4052.0
west,west,True,2,2,14,14,0,0,0.7538169622421265,exact_match,4053.0
red,red,True,2,2,14,14,0,0,0.6714268326759338,exact_match,4054.0
8m,8m,True,1,1,6,6,0,0,0.3775716722011566,exact_match,4055.0
white,white,True,1,1,6,6,0,0,0.90376877784729,exact_match,4056.0
red,red,True,1,1,6,6,0,0,0.8881447315216064,exact_match,4057.0
8s,north,False,2,2,10,10,0,0,0.7092498540878296,equivalent,4058.0
east,east,True,4,4,76,76,0,0,0.7963706851005554,exact_match,4059.0
8p,8p,True,2,2,25,25,0,0,0.5408470034599304,exact_match,4060.0
1m,green,False,3,3,67,71,0,-4,0.5715319514274597,better_ukeire,4061.0
white,5p,False,2,3,24,51,-1,-27,0.33056938648223877,shanten_loss,4062.0
2p,green,False,2,2,18,18,0,0,0.6317704319953918,equivalent,4063.0
north,green,False,2,2,24,24,0,0,0.3813646733760834,equivalent,4064.0
8s,8s,True,2,2,39,39,0,0,0.6640931963920593,exact_match,4065.0
white,white,True,2,2,24,24,0,0,0.7163068056106567,exact_match,4066.0
3m,green,False,1,1,13,23,0,-10,0.8565022349357605,better_ukeire,4067.0
9m,green,False,2,1,31,7,1,24,0.6450712084770203,better_shanten,4068.0
5m,red,False,1,1,12,13,0,-1,0.557285487651825,near_equivalent,4069.0
7m,5s,False,2,2,37,30,0,7,0.390127032995224,ukeire_loss,4070.0
red,red,True,1,1,14,14,0,0,0.4022385776042938,exact_match,4071.0
4m,green,False,2,1,37,8,1,29,0.24233300983905792,better_shanten,4072.0
east,east,True,1,1,14,14,0,0,0.8103274703025818,exact_match,4073.0
1m,1m,True,2,2,37,37,0,0,0.23778262734413147,exact_match,4074.0
green,south,False,4,4,26,26,0,0,0.5889634490013123,equivalent,4075.0
east,east,True,4,4,93,93,0,0,0.3772810101509094,exact_match,4076.0
south,south,True,3,3,72,72,0,0,0.5495316982269287,exact_match,4077.0
1m,1m,True,3,3,70,70,0,0,0.7002943754196167,exact_match,4078.0
2s,2s,True,2,2,50,50,0,0,0.30976438522338867,exact_match,4079.0
3p,8p,False,1,1,11,8,0,3,0.5011482238769531,ukeire_loss,4080.0
west,west,True,3,3,44,44,0,0,0.917707085609436,exact_match,4081.0
south,east,False,4,4,64,65,0,-1,0.6339225769042969,near_equivalent,4082.0
white,red,False,2,2,20,20,0,0,0.5156674981117249,equivalent,4083.0
east,east,True,4,4,63,63,0,0,0.6382307410240173,exact_match,4084.0
7p,red,False,2,2,20,20,0,0,0.8582774996757507,equivalent,4085.0
green,green,True,3,3,28,28,0,0,0.3652772307395935,exact_match,4086.0
green,green,True,2,2,19,19,0,0,0.9198448657989502,exact_match,4087.0
west,9m,False,3,3,27,28,0,-1,0.56898432970047,near_equivalent,4088.0
2p,2p,True,2,2,18,18,0,0,0.7457700371742249,exact_match,4089.0
8s,2p,False,2,2,15,15,0,0,0.719365656375885,equivalent,4090.0
2s,2s,True,2,2,18,18,0,0,0.7840815782546997,exact_match,4091.0
2p,2p,True,2,2,18,18,0,0,0.8708907961845398,exact_match,4092.0
2s,2s,True,2,2,18,18,0,0,0.8230721354484558,exact_match,4093.0
green,green,True,2,2,18,18,0,0,0.8641955852508545,exact_match,4094.0
7m,7m,True,2,2,18,18,0,0,0.5497341752052307,exact_match,4095.0
8p,1m,False,2,2,16,23,0,-7,0.21785181760787964,better_ukeire,4096.0
8s,8s,True,2,2,16,16,0,0,0.40716060996055603,exact_match,4097.0
2p,2p,True,2,2,15,15,0,0,0.7626063823699951,exact_match,4098.0
9s,9s,True,2,2,29,29,0,0,0.7236746549606323,exact_match,4099.0
9p,9p,True,2,2,31,31,0,0,0.5411430597305298,exact_match,4100.0
5s,1m,False,2,1,29,8,1,21,0.4745613932609558,better_shanten,4101.0
1m,1m,True,1,1,14,14,0,0,0.6576693058013916,exact_match,4102.0
6s,1m,False,2,1,25,4,1,21,0.6543772220611572,better_shanten,4103.0
1m,1m,True,0,0,4,4,0,0,0.9834917187690735,exact_match,4104.0
7s,7s,True,2,2,22,22,0,0,0.6929806470870972,exact_match,4105.0
1s,1s,True,0,0,4,4,0,0,0.998515784740448,exact_match,4106.0
9m,south,False,3,2,25,20,1,5,0.502144992351532,better_shanten,4107.0
8m,8m,True,0,0,4,4,0,0,0.9937665462493896,exact_match,4108.0
9m,6s,False,3,3,27,24,0,3,0.36765843629837036,ukeire_loss,4109.0
west,west,True,0,0,4,4,0,0,0.9983246922492981,exact_match,4110.0
2s,2s,True,3,3,26,26,0,0,0.48567062616348267,exact_match,4111.0
1s,1s,True,0,0,4,4,0,0,0.998766303062439,exact_match,4112.0
south,south,True,2,2,21,21,0,0,0.5627217292785645,exact_match,4113.0
6m,6m,True,0,0,4,4,0,0,0.9883556365966797,exact_match,4114.0
8m,8m,True,2,2,20,20,0,0,0.508974015712738,exact_match,4115.0
east,east,True,2,2,16,16,0,0,0.79728102684021,exact_match,4116.0
red,red,True,2,2,15,15,0,0,0.9002053141593933,exact_match,4117.0
6s,3s,False,2,2,19,19,0,0,0.6846506595611572,equivalent,4118.0
8s,3s,False,1,1,11,11,0,0,0.49854975938796997,equivalent,4119.0
4m,4m,True,1,1,11,11,0,0,0.5771385431289673,exact_match,4120.0
3s,3s,True,1,1,14,14,0,0,0.5676023364067078,exact_match,4121.0
green,green,True,1,1,14,14,0,0,0.7914966940879822,exact_match,4122.0
white,white,True,4,4,27,27,0,0,0.3738337457180023,exact_match,4123.0
south,south,True,4,4,82,82,0,0,0.6009804606437683,exact_match,4124.0
green,green,True,3,3,62,62,0,0,0.6899622678756714,exact_match,4125.0
red,red,True,2,2,51,51,0,0,0.6981694102287292,exact_match,4126.0
3p,8p,False,1,1,11,11,0,0,0.8766083717346191,equivalent,4127.0
5p,8p,False,1,1,11,11,0,0,0.6238686442375183,equivalent,4128.0
south,west,False,4,4,67,67,0,0,0.4840569496154785,equivalent,4129.0
east,east,True,3,3,40,40,0,0,0.5052779912948608,exact_match,4130.0
south,south,True,4,4,65,65,0,0,0.5123085975646973,exact_match,4131.0
south,south,True,2,2,27,27,0,0,0.8871651887893677,exact_match,4132.0
west,west,True,3,3,62,62,0,0,0.45509588718414307,exact_match,4133.0
8m,8m,True,1,1,13,13,0,0,0.36049598455429077,exact_match,4134.0
white,white,True,3,3,61,61,0,0,0.48547133803367615,exact_match,4135.0
7s,7s,True,1,1,13,13,0,0,0.6748251914978027,exact_match,4136.0
9p,9p,True,3,3,72,72,0,0,0.4840554893016815,exact_match,4137.0
3p,1m,False,1,1,13,19,0,-6,0.36335158348083496,better_ukeire,4138.0
1m,1m,True,3,3,69,69,0,0,0.7609845399856567,exact_match,4139.0
1m,1m,True,0,0,4,4,0,0,0.8601292371749878,exact_match,4140.0
5p,green,False,2,2,14,14,0,0,0.5189976692199707,equivalent,4141.0
north,north,True,0,0,4,4,0,0,0.9444754719734192,exact_match,4142.0
8m,8m,True,2,2,14,14,0,0,0.6112127304077148,exact_match,4143.0
4s,4s,True,0,0,4,4,0,0,0.5804087519645691,exact_match,4144.0
1s,1s,True,3,3,20,20,0,0,0.5038767457008362,exact_match,4145.0
8s,8s,True,2,2,14,14,0,0,0.2731512188911438,exact_match,4146.0
north,north,True,3,3,20,20,0,0,0.5519225597381592,exact_match,4147.0
north,north,True,2,2,14,14,0,0,0.30289098620414734,exact_match,4148.0
9s,1p,False,3,3,20,20,0,0,0.5939409732818604,equivalent,4149.0
6s,east,False,2,2,14,14,0,0,0.3732597827911377,equivalent,4150.0
1p,1p,True,2,2,16,16,0,0,0.7892555594444275,exact_match,4151.0
east,3s,False,1,1,8,8,0,0,0.8263369798660278,equivalent,4152.0
white,white,True,2,2,16,16,0,0,0.5253139138221741,exact_match,4153.0
3s,3s,True,2,2,22,22,0,0,0.8182793855667114,exact_match,4154.0
9p,green,False,2,2,16,16,0,0,0.38903284072875977,equivalent,4155.0
7m,7m,True,2,2,22,22,0,0,0.899229884147644,exact_match,4156.0
green,9p,False,2,3,23,45,-1,-22,0.4218575954437256,shanten_loss,4157.0
south,red,False,1,1,18,19,0,-1,0.7902572154998779,near_equivalent,4158.0
1s,1s,True,2,2,23,23,0,0,0.8165745139122009,exact_match,4159.0
1m,1m,True,1,1,18,18,0,0,0.9071036577224731,exact_match,4160.0
8s,8s,True,1,1,18,18,0,0,0.8800284266471863,exact_match,4161.0
1m,1m,True,1,1,18,18,0,0,0.895643413066864,exact_match,4162.0
2s,2s,True,1,1,18,18,0,0,0.7572575807571411,exact_match,4163.0
6m,6m,True,1,1,17,17,0,0,0.7549102902412415,exact_match,4164.0
3p,3p,True,0,0,3,3,0,0,0.6713003516197205,exact_match,4165.0
4s,4s,True,0,0,3,3,0,0,0.9521991610527039,exact_match,4166.0
white,white,True,0,0,3,3,0,0,0.9896618127822876,exact_match,4167.0
white,west,False,3,3,59,59,0,0,0.5433279275894165,equivalent,4168.0
west,west,True,2,2,13,13,0,0,0.6938273310661316,exact_match,4169.0
8m,8m,True,2,2,30,30,0,0,0.5831811428070068,exact_match,4170.0
6p,6p,True,1,1,13,13,0,0,0.9153690934181213,exact_match,4171.0
8p,8p,True,1,1,13,13,0,0,0.9906291365623474,exact_match,4172.0
5s,5s,True,0,0,7,7,0,0,0.7608203291893005,exact_match,4173.0
5m,5m,True,0,0,7,7,0,0,0.9258454442024231,exact_match,4174.0
north,west,False,3,3,46,46,0,0,0.43952950835227966,equivalent,4175.0
north,north,True,4,4,73,73,0,0,0.9444405436515808,exact_match,4176.0
1p,west,False,3,3,54,62,0,-8,0.5960750579833984,better_ukeire,4177.0
south,green,False,3,3,62,61,0,1,0.348744660615921,near_equivalent,4178.0
west,west,True,2,2,19,19,0,0,0.8782080411911011,exact_match,4179.0
red,green,False,3,3,70,70,0,0,0.4389326572418213,equivalent,4180.0
1p,1p,True,2,2,18,18,0,0,0.8771185874938965,exact_match,4181.0
red,red,True,3,3,70,70,0,0,0.7450238466262817,exact_match,4182.0
east,east,True,2,2,22,22,0,0,0.78343665599823,exact_match,4183.0
north,north,True,3,3,70,70,0,0,0.7915980219841003,exact_match,4184.0
5m,5m,True,2,2,26,26,0,0,0.38419678807258606,exact_match,4185.0
green,green,True,2,2,19,19,0,0,0.44928690791130066,exact_match,4186.0
5s,9m,False,1,1,15,15,0,0,0.3598885238170624,equivalent,4187.0
8s,8s,True,2,2,32,32,0,0,0.4561901092529297,exact_match,4188.0
1s,1s,True,1,1,15,15,0,0,0.7897000908851624,exact_match,4189.0
2p,2p,True,2,2,31,31,0,0,0.819561779499054,exact_match,4190.0
1s,1s,True,1,1,14,14,0,0,0.7621813416481018,exact_match,4191.0
5p,5p,True,1,1,10,10,0,0,0.5446776151657104,exact_match,4192.0
east,east,True,1,1,13,13,0,0,0.9560486674308777,exact_match,4193.0
9p,9p,True,1,1,10,10,0,0,0.896787166595459,exact_match,4194.0
2s,2s,True,1,1,13,13,0,0,0.30367499589920044,exact_match,4195.0
1s,west,False,2,1,36,9,1,27,0.696995735168457,better_shanten,4196.0
4m,7s,False,1,1,19,16,0,3,0.42828965187072754,ukeire_loss,4197.0
7s,9s,False,3,2,43,35,1,8,0.24569520354270935,better_shanten,4198.0
north,north,True,1,1,17,17,0,0,0.7987247109413147,exact_match,4199.0
9s,9s,True,2,2,15,15,0,0,0.7716652154922485,exact_match,4200.0
8s,9s,False,3,2,37,14,1,23,0.901671290397644,better_shanten,4201.0
east,east,True,3,3,73,73,0,0,0.7441340088844299,exact_match,4202.0
1m,1s,False,3,2,72,12,1,60,0.894690752029419,better_shanten,4203.0
south,1s,False,3,3,69,66,0,3,0.473603755235672,ukeire_loss,4204.0
7m,1s,False,2,2,44,47,0,-3,0.9176318049430847,better_ukeire,4205.0
1s,1s,True,1,1,10,10,0,0,0.9153233170509338,exact_match,4206.0
7p,5s,False,1,1,16,20,0,-4,0.6356633901596069,better_ukeire,4207.0
8s,2p,False,1,1,16,16,0,0,0.8524749279022217,equivalent,4208.0
2p,2p,True,0,0,4,4,0,0,0.8464268445968628,exact_match,4209.0
6m,6m,True,0,0,4,4,0,0,0.94980788230896,exact_match,4210.0
2m,2m,True,0,0,4,4,0,0,0.8934266567230225,exact_match,4211.0
north,north,True,0,0,4,4,0,0,0.9933627843856812,exact_match,4212.0
1m,1m,True,0,0,4,4,0,0,0.974470317363739,exact_match,4213.0
3m,3m,True,0,0,4,4,0,0,0.9685564041137695,exact_match,4214.0
9m,9m,True,0,0,4,4,0,0,0.9949942231178284,exact_match,4215.0
west,west,True,2,2,31,31,0,0,0.8897382616996765,exact_match,4216.0
2m,red,False,2,2,14,30,0,-16,0.7676445841789246,better_ukeire,4217.0
red,red,True,2,2,16,16,0,0,0.8516111373901367,exact_match,4218.0
6m,6m,True,2,2,16,16,0,0,0.7091923356056213,exact_match,4219.0
north,north,True,2,2,15,15,0,0,0.8215470314025879,exact_match,4220.0
white,white,True,2,2,15,15,0,0,0.8802915215492249,exact_match,4221.0
3s,1p,False,2,2,20,21,0,-1,0.44378817081451416,near_equivalent,4222.0
9p,3s,False,3,2,27,19,1,8,0.3980686366558075,better_shanten,4223.0
1s,3s,False,2,2,19,19,0,0,0.4387286603450775,equivalent,4224.0
3m,south,False,3,2,53,19,1,34,0.6380971670150757,better_shanten,4225.0
south,south,True,2,2,50,50,0,0,0.6791749000549316,exact_match,4226.0
white,1m,False,4,4,34,33,0,1,0.3748486638069153,near_equivalent,4227.0
south,east,False,4,4,69,69,0,0,0.34810882806777954,equivalent,4228.0
north,north,True,4,4,34,34,0,0,0.5218889713287354,exact_match,4229.0
1m,1p,False,4,4,72,68,0,4,0.6002117991447449,ukeire_loss,4230.0
1m,1m,True,3,3,19,19,0,0,0.6209182143211365,exact_match,4231.0
1p,1p,True,3,3,20,20,0,0,0.7511138916015625,exact_match,4232.0
9s,9s,True,3,3,19,19,0,0,0.7717549800872803,exact_match,4233.0
east,east,True,3,3,23,23,0,0,0.7921395301818848,exact_match,4234.0
1s,1s,True,2,2,11,11,0,0,0.44841834902763367,exact_match,4235.0
9m,red,False,3,3,20,23,0,-3,0.8951425552368164,better_ukeire,4236.0
9p,9p,True,2,2,11,11,0,0,0.8082119226455688,exact_match,4237.0
9m,red,False,3,3,19,22,0,-3,0.3407922387123108,better_ukeire,4238.0
9p,9p,True,2,2,11,11,0,0,0.7864180207252502,exact_match,4239.0
9s,red,False,3,3,23,27,0,-4,0.42618876695632935,better_ukeire,4240.0
east,east,True,2,2,15,15,0,0,0.40274351835250854,exact_match,4241.0
2s,3m,False,3,2,50,14,1,36,0.34451618790626526,better_shanten,4242.0
west,west,True,2,2,33,33,0,0,0.5225195288658142,exact_match,4243.0
red,1s,False,2,2,19,19,0,0,0.501200795173645,equivalent,4244.0
2p,south,False,2,2,33,33,0,0,0.8949794173240662,equivalent,4245.0
1s,1s,True,2,2,21,21,0,0,0.6734743714332581,exact_match,4246.0
south,south,True,2,2,33,33,0,0,0.8738295435905457,exact_match,4247.0
green,7m,False,2,1,46,6,1,40,0.7187326550483704,better_shanten,4248.0
green,green,True,2,2,55,55,0,0,0.894000232219696,exact_match,4249.0
6p,6s,False,1,2,13,52,-1,-39,0.4327174723148346,shanten_loss,4250.0
7m,7m,True,0,0,7,7,0,0,0.5807895064353943,exact_match,4251.0
9s,9s,True,0,0,7,7,0,0,0.8315873146057129,exact_match,4252.0
6p,6p,True,3,3,36,36,0,0,0.4407046139240265,exact_match,4253.0
south,south,True,0,0,7,7,0,0,0.9583514928817749,exact_match,4254.0
north,8m,False,3,3,43,37,0,6,0.517607569694519,ukeire_loss,4255.0
green,green,True,3,3,67,67,0,0,0.6215659976005554,exact_match,4256.0
red,red,True,3,3,78,78,0,0,0.9602787494659424,exact_match,4257.0
8p,3m,False,2,2,57,54,0,3,0.5126297473907471,ukeire_loss,4258.0
7m,3m,False,1,1,14,14,0,0,0.7986560463905334,equivalent,4259.0
8p,green,False,3,2,32,10,1,22,0.4449280798435211,better_shanten,4260.0
6p,6p,True,2,2,24,24,0,0,0.7366337180137634,exact_match,4261.0
9p,9p,True,2,2,18,18,0,0,0.4506697356700897,exact_match,4262.0
7s,west,False,1,1,12,18,0,-6,0.7583352327346802,better_ukeire,4263.0
8m,white,False,3,2,32,20,1,12,0.41377273201942444,better_shanten,4264.0
west,west,True,0,0,4,4,0,0,0.8856707215309143,exact_match,4265.0
9m,9m,True,3,3,36,36,0,0,0.4850445091724396,exact_match,4266.0
1s,1s,True,0,0,4,4,0,0,0.9869757294654846,exact_match,4267.0
white,south,False,3,3,35,34,0,1,0.5310134291648865,near_equivalent,4268.0
green,green,True,0,0,4,4,0,0,0.9870801568031311,exact_match,4269.0
south,south,True,3,3,37,37,0,0,0.34687116742134094,exact_match,4270.0
south,south,True,4,4,56,56,0,0,0.849888265132904,exact_match,4271.0
east,east,True,4,4,53,53,0,0,0.7022973895072937,exact_match,4272.0
green,west,False,3,3,20,23,0,-3,0.6103734970092773,better_ukeire,4273.0
red,west,False,2,2,14,17,0,-3,0.5339993238449097,better_ukeire,4274.0
west,west,True,1,1,10,10,0,0,0.6134719848632812,exact_match,4275.0
2p,2p,True,1,1,18,18,0,0,0.8909404277801514,exact_match,4276.0
9m,9m,True,1,1,18,18,0,0,0.9406850934028625,exact_match,4277.0
9s,south,False,3,3,51,57,0,-6,0.7282654047012329,better_ukeire,4278.0
green,south,False,2,2,16,16,0,0,0.6249100565910339,equivalent,4279.0
south,south,True,2,2,16,16,0,0,0.7730275988578796,exact_match,4280.0
2p,2p,True,1,1,8,8,0,0,0.7461446523666382,exact_match,4281.0
green,green,True,1,1,8,8,0,0,0.9781792759895325,exact_match,4282.0
9p,3p,False,2,1,60,8,1,52,0.704525887966156,better_shanten,4283.0
8p,8p,True,1,1,10,10,0,0,0.7643426060676575,exact_match,4284.0
3p,3p,True,0,0,4,4,0,0,0.9445084929466248,exact_match,4285.0
7m,7m,True,0,0,4,4,0,0,0.653663694858551,exact_match,4286.0
4p,4p,True,0,0,4,4,0,0,0.9777722358703613,exact_match,4287.0
7p,7p,True,0,0,4,4,0,0,0.93723464012146,exact_match,4288.0
3s,3s,True,0,0,4,4,0,0,0.8912014365196228,exact_match,4289.0
1m,8s,False,1,0,32,4,1,28,0.4301440417766571,better_shanten,4290.0
east,east,True,1,1,29,29,0,0,0.7692527770996094,exact_match,4291.0
2s,8p,False,1,1,18,27,0,-9,0.9742887020111084,better_ukeire,4292.0
6s,8p,False,1,1,17,24,0,-7,0.931316077709198,better_ukeire,4293.0
4m,4m,True,0,0,4,4,0,0,0.8383702039718628,exact_match,4294.0
9s,2m,False,0,1,4,9,-1,-5,0.6456451416015625,shanten_loss,4295.0
6m,white,False,4,4,70,86,0,-16,0.3654462397098541,better_ukeire,4296.0
3m,3m,True,4,4,68,68,0,0,0.36866092681884766,exact_match,4297.0
7p,white,False,3,3,36,41,0,-5,0.39069706201553345,better_ukeire,4298.0
2m,2m,True,3,3,35,35,0,0,0.7031025290489197,exact_match,4299.0
5m,5m,True,3,3,35,35,0,0,0.5681067705154419,exact_match,4300.0
green,9m,False,3,3,36,34,0,2,0.6088485717773438,near_equivalent,4301.0
9m,9m,True,2,2,16,16,0,0,0.43320733308792114,exact_match,4302.0
5p,white,False,2,1,31,8,1,23,0.42662838101387024,better_shanten,4303.0
5m,5m,True,2,2,27,27,0,0,0.6929003596305847,exact_match,4304.0
9m,9m,True,2,2,27,27,0,0,0.802943766117096,exact_match,4305.0
1m,white,False,2,2,26,30,0,-4,0.490348756313324,better_ukeire,4306.0
3p,9s,False,1,1,8,16,0,-8,0.4989071488380432,better_ukeire,4307.0
1p,1p,True,1,1,7,7,0,0,0.7612670063972473,exact_match,4308.0
4m,4m,True,1,1,7,7,0,0,0.421809583902359,exact_match,4309.0
9s,9s,True,0,0,3,3,0,0,0.9266601800918579,exact_match,4310.0
9m,south,False,3,3,52,61,0,-9,0.4739331901073456,better_ukeire,4311.0
south,south,True,3,3,52,52,0,0,0.5658907890319824,exact_match,4312.0
green,green,True,2,2,25,25,0,0,0.5515900254249573,exact_match,4313.0
8p,red,False,2,2,36,47,0,-11,0.657489001750946,better_ukeire,4314.0
3m,red,False,2,1,40,10,1,30,0.7857568264007568,better_shanten,4315.0
5m,green,False,2,2,23,38,0,-15,0.779623806476593,better_ukeire,4316.0
green,green,True,1,1,15,15,0,0,0.5863194465637207,exact_match,4317.0
red,east,False,1,1,13,14,0,-1,0.8327134847640991,near_equivalent,4318.0
east,south,False,1,1,12,13,0,-1,0.8357839584350586,near_equivalent,4319.0
south,south,True,0,0,2,2,0,0,0.9730616807937622,exact_match,4320.0
9s,9s,True,5,5,78,78,0,0,0.5234650373458862,exact_match,4321.0
6s,west,False,5,5,64,76,0,-12,0.624870240688324,better_ukeire,4322.0
8p,8p,True,5,5,64,64,0,0,0.2690439224243164,exact_match,4323.0
2s,2m,False,4,4,44,39,0,5,0.2688153386116028,ukeire_loss,4324.0
5s,5s,True,4,4,42,42,0,0,0.8244178295135498,exact_match,4325.0
2m,2m,True,4,4,42,42,0,0,0.36138057708740234,exact_match,4326.0
east,red,False,4,3,38,16,1,22,0.20774811506271362,better_shanten,4327.0
east,9p,False,4,4,41,35,0,6,0.2753652036190033,ukeire_loss,4328.0
south,9p,False,4,4,38,33,0,5,0.3452860116958618,ukeire_loss,4329.0
6p,9p,False,4,4,37,42,0,-5,0.5272648930549622,better_ukeire,4330.0
9p,9p,True,3,3,25,25,0,0,0.6194528341293335,exact_match,4331.0
white,red,False,2,2,14,14,0,0,0.47767943143844604,equivalent,4332.0
red,red,True,2,2,14,14,0,0,0.625876247882843,exact_match,4333.0
2m,west,False,1,2,4,26,-1,-22,0.44331350922584534,shanten_loss,4334.0
9s,9s,True,2,2,20,20,0,0,0.9376689791679382,exact_match,4335.0
9p,south,False,4,4,55,62,0,-7,0.42426109313964844,better_ukeire,4336.0
2s,2s,True,2,2,24,24,0,0,0.9469876885414124,exact_match,4337.0
1m,1m,True,3,3,35,35,0,0,0.37470197677612305,exact_match,4338.0
9p,9p,True,2,2,24,24,0,0,0.9956268072128296,exact_match,4339.0
9s,9s,True,3,3,25,25,0,0,0.5617936849594116,exact_match,4340.0
west,west,True,1,1,12,12,0,0,0.43199896812438965,exact_match,4341.0
east,north,False,2,2,15,15,0,0,0.3230063021183014,equivalent,4342.0
7m,7m,True,1,1,12,12,0,0,0.7678365111351013,exact_match,4343.0
south,north,False,1,1,8,8,0,0,0.49152830243110657,equivalent,4344.0
7s,7s,True,1,1,12,12,0,0,0.8903658986091614,exact_match,4345.0
north,north,True,1,1,10,10,0,0,0.5234286189079285,exact_match,4346.0
2p,west,False,1,1,12,12,0,0,0.5507609248161316,equivalent,4347.0
2m,2m,True,1,1,10,10,0,0,0.9501280188560486,exact_match,4348.0
6p,6p,True,1,1,11,11,0,0,0.6269894242286682,exact_match,4349.0
9m,9m,True,1,1,10,10,0,0,0.8417834043502808,exact_match,4350.0
south,west,False,3,3,42,42,0,0,0.40728360414505005,equivalent,4351.0
west,west,True,2,2,12,12,0,0,0.49324890971183777,exact_match,4352.0
red,9p,False,2,2,23,22,0,1,0.5150793790817261,near_equivalent,4353.0
9p,9p,True,2,2,30,30,0,0,0.9440984129905701,exact_match,4354.0
6s,5p,False,1,1,12,10,0,2,0.27816933393478394,near_equivalent,4355.0
5s,5s,True,1,1,12,12,0,0,0.26461002230644226,exact_match,4356.0
5p,5p,True,0,0,4,4,0,0,0.8225665092468262,exact_match,4357.0
6s,6s,True,0,0,4,4,0,0,0.9555267095565796,exact_match,4358.0
3s,3s,True,0,0,4,4,0,0,0.8868809938430786,exact_match,4359.0
west,west,True,3,3,54,54,0,0,0.8758096098899841,exact_match,4360.0
1s,1s,True,3,3,57,57,0,0,0.5568534731864929,exact_match,4361.0
1m,green,False,3,3,66,68,0,-2,0.7392269968986511,near_equivalent,4362.0
green,white,False,3,3,65,65,0,0,0.5565404295921326,equivalent,4363.0
3s,3s,True,2,2,20,20,0,0,0.4341667890548706,exact_match,4364.0
white,white,True,2,2,17,17,0,0,0.5828697085380554,exact_match,4365.0
9p,9m,False,2,2,23,22,0,1,0.6395307183265686,near_equivalent,4366.0
7s,7s,True,1,1,11,11,0,0,0.7074517607688904,exact_match,4367.0
7p,7p,True,1,1,16,16,0,0,0.5279426574707031,exact_match,4368.0
9m,9m,True,0,0,8,8,0,0,0.9592176675796509,exact_match,4369.0
4p,4p,True,0,0,7,7,0,0,0.9252406358718872,exact_match,4370.0
